Chains level	B1-P	B2-P	B3-P	C1-P	C2-P	C3-P	E1-P	E2-P	E3-P	A1-P	A2-P	A3-P
Label	LcS	LcS	LcS	LcS	LcS	LcS	WS	WS	WS	WS	WS	WS
PA 16:0_18:1	0.00432	0.00358	0.00282	0.00133	0.00187	0.00178	0.00053	0.00098	0.00107	0.00137	0.00286	0.00091
PA 16:0_18:2	0.01602	0.01335	0.00998	0.00634	0.0076	0.00696	0.00154	0.00261	0.00268	0.00939	0.00641	0.0061
PA 16:0_19:1	0.00052	0.00044	0.00032	0.00023	0.00022	0.00032	0.00022	0.00015	0.00036	0.00019	0.00038	0.00014
PA 16:0_19:2	0	0	0	0	0	0	0.00036	0.00064	0.0005	2E-05	4E-05	0
PA 16:1_18:2	0.00078	0.00064	0.00046	0.00084	0.00082	0.00077	0	6E-05	1E-05	0.0002	0.00037	0.00015
PA 16:2_18:2	0.00014	0.00012	9E-05	0.00017	0.00016	0.00014	0	0	0	1E-05	0	0
PA 17:1_18:2	9E-05	0.00014	0.0001	0.00011	0.0002	0.0002	0.00013	0.00024	0.00023	3E-05	6E-05	1E-05
PA 17:2_18:2	9E-05	2E-05	2E-05	2E-05	0.00011	2E-05	0.00022	0.00026	0.00023	4E-05	3E-05	1E-05
PA 18:0_18:2	0.0003	0.00033	0.00025	0.00022	0.00025	0.00029	1E-05	8E-05	7E-05	0.00037	0.00068	0.00024
PA 18:0_25:0	0	0	0	0	0	0	1E-05	1E-05	4E-05	2E-05	4E-05	1E-05
PA 18:1_18:1	0.0007	0.00055	0.00045	0.00031	0.001	0.00087	7E-05	8E-05	0.0001	0.00021	0.00032	0.00014
PA 18:1_18:2	0.00366	0.00562	0.0033	0.004	0.00223	0.00443	0.00074	0.00052	0.00033	0.00454	0.00251	0.00166
PA 18:1_19:1	0.0004	0.00032	0.00023	0.00048	0.00047	0.00046	7E-05	0.00013	0.00016	4E-05	0.00019	6E-05
PA 18:1_24:1	0.00109	0.00105	0.00077	0.00091	0.00117	0.00101	0.00017	8E-05	0.00014	0.00168	0.00242	0.00108
PA 18:2_18:2	0.03193	0.02807	0.01247	0.01398	0.02787	0.01663	0.00285	0.00428	0.0071	0.0171	0.01002	0.01005
PA 18:2_18:3	0.00046	0.00037	0.00029	0.00041	0.00048	0.00047	0	0	0	6E-05	0.00018	6E-05
PA 18:2_19:2	0.00071	0.00035	0.00044	0.0006	0.00116	0.00041	0.0004	0.00056	0.0004	0	0.0001	3E-05
PA 18:2_21:2	0.00116	0.00099	0.00048	0.00085	0.00085	0.00066	0	1E-05	0	0.00037	0.00029	0.00021
PA 18:3_22:5	0.00013	3E-05	6E-05	0.00022	0.00025	0.00019	0.00024	0.00025	0.00019	4E-05	1E-05	3E-05
PA 19:1_18:2	0.00318	0.0026	0.0023	0.0021	0.00267	0.00347	0.00042	0.00086	0.00082	0.00063	0.00171	0.00036
PA 19:1_18:3	1E-05	0	0	1E-05	1E-05	2E-05	7E-05	9E-05	9E-05	1E-05	3E-05	1E-05
PA 19:1_19:2	3E-05	1E-05	3E-05	3E-05	7E-05	5E-05	0.00026	0.00018	0.00018	5E-05	8E-05	4E-05
PA 19:1_22:5	7E-05	2E-05	2E-05	1E-05	6E-05	6E-05	4E-05	2E-05	7E-05	3E-05	2E-05	2E-05
PA 19:2_19:2	0.00151	0.00114	0.00091	0.0005	0.00176	0.00151	0.0005	0.00038	0.00047	0.00078	0.00161	0.00044
PA 19:2_22:5	1E-05	1E-05	0	2E-05	0	6E-05	4E-05	2E-05	7E-05	2E-05	3E-05	1E-05
PA 21:4_21:5	9E-05	2E-05	6E-05	6E-05	6E-05	4E-05	0.00023	9E-05	0.00018	9E-05	0.00013	5E-05
PA 24:0_18:2	0.00013	5E-05	7E-05	8E-05	0.00011	0.0001	2E-05	1E-05	2E-05	6E-05	4E-05	3E-05
PA 24:1_18:2	0.00028	0.00026	0.00021	0.0004	0.00048	0.00059	0.00011	1E-05	6E-05	0.00024	0.00037	0.00016
PA 25:1_18:2	3E-05	8E-05	6E-05	0.0001	4E-05	0.00014	6E-05	5E-05	9E-05	1E-05	6E-05	0
PA 26:1_18:2	0.00017	0.00015	0.00016	0.00013	0.00013	0.00013	4E-05	0.00019	0.00016	0.00017	0.00018	0.0001
PA 9:0_17:1	0	0	0	0	0	0	1E-05	0	2E-05	3E-05	0.00011	1E-05
PA 9:0_21:1	0	0	0	1E-05	0	0	0.00028	0.00017	0.00021	0.00011	0.00014	5E-05
PC 14:0_18:1	0.00013	9E-05	9E-05	0.00022	0.00025	0.00023	0	0	0	6E-05	0.00013	3E-05
PC 14:0_18:2	0.00091	0.00103	0.00187	0.0002	0.00079	0.00293	0.00013	0.0002	0.00013	0.00146	0.00018	0.0006
PC 16:0_18:1	0.00268	0.00314	0.00274	0.00288	0.00317	0.00308	0.00053	0.00042	0.00042	0.00156	0.00316	0.00116
PC 16:0_18:2	0.00936	0.0106	0.00934	0.00775	0.00821	0.00736	0.00049	0.00171	0.00182	0.00809	0.01294	0.00528
PC 16:0_18:2;O	0.00045	0.00039	0.00045	0.00026	0.0003	0.00021	0.0002	1E-05	0.00026	0.00021	0.00016	0.00014
PC 17:1_18:2	0.00035	0.00043	0.00039	0.0004	0.00035	0.00042	0	0	0	0.00024	0.00047	0.00014
PC 17:2_18:2	0.00025	0.00029	0.00026	0.00025	0.00035	0.00029	0	0	1E-05	0.00017	0.00013	0.00011
PC 18:0_18:1	0.00119	0.00133	0.0012	0.00113	0.00124	0.0012	0.0001	7E-05	0.00011	0.00069	0.00093	0.00041
PC 18:0_18:2	0.00371	0.00419	0.00377	0.00279	0.00326	0.00304	0.00037	0.00034	0.00035	0.00437	0.00742	0.00294
PC 18:1_14:1;O	9E-05	0.00014	0.00013	0.0001	0.00022	0.00023	1E-05	4E-05	2E-05	3E-05	0.00019	4E-05
PC 18:1_18:1	0.00207	0.00224	0.00199	0.00179	0.00315	0.00306	2E-05	0.00011	7E-05	0.00082	0.00138	0.00054
PC 18:1_18:2	0.01582	0.01848	0.016	0.00755	0.01274	0.01705	0.00076	0.00077	0.00084	0.01026	0.01537	0.00672
PC 18:1_20:1	0.00021	0.00024	0.00018	0.00027	0.00027	0.00027	2E-05	8E-05	0	7E-05	2E-05	1E-05
PC 18:1_26:1	0.00013	9E-05	0.00017	0.00023	0.00051	0.00036	2E-05	3E-05	3E-05	0.00019	0.00024	0.00012
PC 18:2_14:1;O	0.00032	0.00031	0.00033	0.00016	0.00044	0.00046	0.0001	0.00017	0.00015	0.00047	0.0008	0.00029
PC 18:2_16:1;O	0.00027	0.0003	0.00025	0.00017	0.00026	0.00023	1E-05	0	1E-05	0.00037	0.00115	0.00035
PC 18:2_17:1;2O	1E-05	1E-05	1E-05	2E-05	2E-05	2E-05	0	0	0	0.00011	0.00014	6E-05
PC 18:2_17:2;2O	0.0001	0.00014	6E-05	8E-05	0.00016	0.00012	0	0	0	0.00012	0.00013	7E-05
PC 18:2_18:1;O	0.00083	0.00091	0.00061	0.00101	0.00167	0.00095	2E-05	3E-05	5E-05	0.00015	0.00015	8E-05
PC 18:2_18:2	0.0136	0.01253	0.01662	0.01674	0.01757	0.02325	0.00652	0.00553	0.00651	0.01485	0.02386	0.00783
PC 18:2_18:2;2O	0.00041	0.00062	0.00041	0.00041	0.00023	0.0005	0.00051	1E-05	1E-05	7E-05	5E-05	1E-05
PC 18:2_18:2;O	0.01152	0.01252	0.0108	0.00711	0.00686	0.00642	0.00046	0.00126	0.00144	0.00283	0.00506	0.00173
PC 18:2_18:3	0.00184	0.00105	0.00214	0.0019	0.00166	0.00104	6E-05	7E-05	1E-05	0.00087	0.00102	0.0006
PC 18:2_20:3;O	0.00031	0.00046	0.00029	0.00023	0.0004	0.00041	2E-05	1E-05	4E-05	0.00018	0.00035	0.00011
PC 20:1_18:2	0.0017	0.00204	0.0018	0.00114	0.00136	0.00125	8E-05	6E-05	6E-05	0.00066	0.00117	0.00045
PC 22:0_18:1	2E-05	1E-05	1E-05	2E-05	3E-05	2E-05	3E-05	2E-05	2E-05	1E-05	2E-05	1E-05
PC 22:0_18:2	0.00042	0.00049	0.00043	0.00029	0.00035	0.0002	0	7E-05	1E-05	0.00046	0.00046	0.00016
PC 23:0_18:2	0.0002	0.00024	0.00017	0.0001	0.00021	0.00015	0	0	0	9E-05	0.00019	0.0001
PC 24:0_18:1	0.0007	0.00077	0.00075	0.00051	0.00057	0.00055	3E-05	1E-05	3E-05	0.00031	0.00037	0.00022
PC 24:0_18:2	0.00163	0.00187	0.00175	0.00083	0.00139	0.00155	0.0001	0.00012	5E-05	0.00139	0.0014	0.00093
PC 24:1_18:2	0.00197	0.00208	0.00202	0.00239	0.00238	0.00245	0.00031	0.00024	0.00026	0.00276	0.00366	0.00184
PC 25:0_18:1	7E-05	7E-05	7E-05	3E-05	3E-05	8E-05	0	0	0	1E-05	0	0
PC 25:0_18:2	0.00018	0.00029	0.00028	0.0003	0.00029	0.00013	0	0	0	0	0	0
PC O-16:0_18:2	0	0	0	0	0	0	2E-05	1E-05	1E-05	4E-05	0.00013	1E-05
PC O-17:1_24:0	0.00012	0.00013	0.00011	5E-05	4E-05	8E-05	1E-05	0	0	2E-05	1E-05	4E-05
PC O-17:2_18:2	0.00025	9E-05	0.00023	0.00013	0.00027	0.00037	0.00084	0.00109	0.00033	0.00015	0.00024	0.00014
PC O-18:0_18:1	6E-05	7E-05	7E-05	6E-05	4E-05	6E-05	0	2E-05	0	4E-05	3E-05	2E-05
PC O-19:2_18:1	0	0	0	0.00107	0.00064	0	2E-05	1E-05	0	0	0	0
PC O-21:0_18:1	1E-05	0.00016	0.00013	0.0001	9E-05	7E-05	0	2E-05	0	7E-05	2E-05	1E-05
PC O-21:1_19:1	1E-05	3E-05	3E-05	1E-05	5E-05	4E-05	1E-05	1E-05	1E-05	0	1E-05	1E-05
PC O-21:2_18:2	0	0	0	0.00018	0	0	0	0	0	0	0	0
PC O-23:1_18:2	0.0006	0.00064	0.00061	0.0003	0.00053	0.00052	7E-05	9E-05	3E-05	0.00048	0.00034	0.00032
PC O-24:1_18:2	0.00013	0.00023	0.00022	0.0002	0.00042	0.00033	4E-05	4E-05	3E-05	0.00032	0.00032	0.00016
PC O-25:0_18:2	0	0	0	8E-05	0	0	1E-05	1E-05	1E-05	0	1E-05	1E-05
PC O-25:1_18:1	0	0	0	1E-05	0	4E-05	0	0	0	0.0001	0.00016	8E-05
PC O-26:1_18:2	0.00031	0.0003	0.00029	0.00045	0.00052	0.00052	0	0	0	0.00037	0.00039	0.00023
PC O-27:1_18:2	2E-05	3E-05	3E-05	9E-05	1E-05	1E-05	1E-05	8E-05	7E-05	1E-05	1E-05	2E-05
PE 10:0_17:1;2O	2E-05	3E-05	3E-05	0	0	0	2E-05	1E-05	1E-05	0.00011	9E-05	3E-05
PE 14:0_18:2	7E-05	5E-05	7E-05	5E-05	5E-05	5E-05	0	0	1E-05	3E-05	1E-05	1E-05
PE 15:0_18:1	0.00015	0.00018	0.00016	0.00012	0.00018	0.00016	1E-05	1E-05	1E-05	5E-05	8E-05	3E-05
PE 15:0_18:2	0.00068	0.00082	0.00071	0.00068	0.00079	0.00074	7E-05	9E-05	0.0001	0.00053	0.001	0.00027
PE 16:0_17:2;O	0	0	0	0	0	0	1E-05	1E-05	1E-05	0.00016	0.0002	8E-05
PE 16:0_18:2	0.00675	0.00807	0.00698	0.00287	0.00297	0.00471	0.00047	0.00073	0.00085	0.00466	0.00711	0.00237
PE 16:0_18:2;2O	1E-05	2E-05	4E-05	3E-05	4E-05	3E-05	1E-05	1E-05	2E-05	0	0	0
PE 16:0_18:2;O	0.00021	0.00025	0.00022	0.00016	0.00016	0.00015	0	1E-05	1E-05	7E-05	9E-05	3E-05
PE 18:0_18:0;3O	0	2E-05	0	0	0	0	0	0	0	4E-05	0.0001	3E-05
PE 18:0_18:1;O	0	0	0	0	0	0	0	0	0	4E-05	6E-05	1E-05
PE 18:1_16:1;O	3E-05	4E-05	4E-05	2E-05	2E-05	2E-05	0	0	0	0	3E-05	0
PE 18:1_17:1;O	0.0001	0.00015	0.00012	3E-05	6E-05	4E-05	4E-05	8E-05	8E-05	8E-05	0.00014	4E-05
PE 18:1_18:1	0.00052	0.00063	0.00055	0.00059	0.0006	0.00055	2E-05	2E-05	1E-05	0.00018	0.00039	0.00011
PE 18:1_18:2	0.00357	0.0049	0.00434	0.0031	0.00413	0.00377	5E-05	7E-05	9E-05	0.00206	0.00357	0.00108
PE 18:1_18:2;2O	9E-05	5E-05	6E-05	4E-05	6E-05	0	0	0	1E-05	6E-05	0.00022	7E-05
PE 18:1_18:2;O	0.00022	0.0001	9E-05	4E-05	0.00019	0.00015	2E-05	1E-05	2E-05	4E-05	8E-05	2E-05
PE 18:1_20:3;O	2E-05	5E-05	5E-05	4E-05	7E-05	6E-05	0	0	0	0	0	0
PE 18:2_15:1;O	6E-05	0.00011	7E-05	0	1E-05	1E-05	1E-05	1E-05	0	0.00069	0.00114	0.00034
PE 18:2_16:1;O	0.0001	0.00012	9E-05	5E-05	8E-05	8E-05	1E-05	0	1E-05	9E-05	0.00014	4E-05
PE 18:2_17:2;2O	0	1E-05	1E-05	0	0	0	0	0	0	1E-05	3E-05	1E-05
PE 18:2_18:0;3O	2E-05	1E-05	1E-05	1E-05	0	0	1E-05	0	0	5E-05	3E-05	1E-05
PE 18:2_18:1;O	0.00168	0.00197	0.00169	0.00033	0.00058	0.0006	1E-05	0	1E-05	0.00067	0.001	0.0003
PE 18:2_18:2	0.01244	0.01474	0.01255	0.00407	0.01104	0.01013	0.00045	0.00068	0.00088	0.00867	0.01177	0.00426
PE 18:2_18:2;O	0.00183	0.0021	0.00181	0.00159	0.00169	0.00148	0	5E-05	7E-05	0.00035	0.00059	0.0002
PE 18:2_18:3;O	0.00011	0.00013	0.00011	0.00017	0.00016	0.00015	0	0	0	2E-05	5E-05	0
PE 18:2_20:3;2O	0.00015	0.00014	0.00015	9E-05	0.0001	0.00016	0	0	0	0.00016	0.00015	8E-05
PE 18:2_20:3;O	0.00091	0.00123	0.00097	0.00096	0.00051	0.001	5E-05	1E-05	4E-05	0.00027	0.00059	0.00016
PE 18:2_20:4;2O	0.00057	0.00068	0.00025	0.00027	0.00034	0.00033	0	0.00018	1E-05	0.00011	0.00031	0.00024
PE 18:2_20:4;3O	0.00015	9E-05	0.00014	2E-05	3E-05	3E-05	0	0	0	0.00034	0.00053	0.00014
PE 18:2_20:5;2O	0	0	0	0	0	0	0	2E-05	1E-05	2E-05	6E-05	1E-05
PE 18:2_22:4;3O	0	1E-05	1E-05	1E-05	0	0	0	0	0	7E-05	9E-05	3E-05
PE 18:2_22:4;O	4E-05	7E-05	5E-05	4E-05	4E-05	6E-05	0	0	0	0	0	0
PE 18:2_22:5;3O	0.00051	0.00064	0.00047	0.00024	0.00111	0.00091	0	0.00017	0.00019	0.00031	0.00039	0.00014
PE 18:2_26:6	0.00013	0.00013	0.00013	5E-05	9E-05	8E-05	0	0	0	0.00029	0.00032	0.0001
PE 18:3_18:0;3O	0	2E-05	0	0	0	0	1E-05	1E-05	1E-05	0	3E-05	0
PE 18:3_20:3;O	7E-05	6E-05	5E-05	7E-05	7E-05	8E-05	5E-05	0	1E-05	0.00013	0.00016	5E-05
PE 19:1_18:2	7E-05	9E-05	8E-05	1E-05	3E-05	3E-05	0	0	0	1E-05	4E-05	0
PE 22:5_26:6	1E-05	4E-05	0	0	2E-05	0	0	0	0	2E-05	3E-05	1E-05
PE O-16:0_18:1	0	0	0	2E-05	0	0	0	0	0	3E-05	3E-05	1E-05
PE O-17:0_18:1	0.00205	0.00244	0.00214	0.00125	0.00145	0.00134	5E-05	0.00021	0.00024	0.00081	0.00129	0.00039
PE O-17:1_18:2	0.00048	0.00072	0.0005	0.00037	0.00063	0.00058	0	2E-05	0	0.00036	0.0007	0.00018
PE O-18:3_18:2	0.00021	0.00023	0.00021	9E-05	0.0001	9E-05	1E-05	1E-05	0	3E-05	2E-05	2E-05
PE O-19:0_18:2	0.00101	0.00131	0.00126	0.00071	0.00077	0.0007	7E-05	0.00013	0.00013	0.00154	0.00224	0.00069
PE O-19:1_18:2	9E-05	0.0001	5E-05	3E-05	7E-05	6E-05	0.00023	0.00038	0	0.00163	0.00219	0.00076
PE O-19:2_18:2	0.00018	0.00021	0.00017	2E-05	2E-05	2E-05	0	0	0	0.00146	0.00374	0.00075
PE O-19:3_18:2	0.0002	0.00023	0.0002	0.00019	0.00022	0.00018	0	0	0	8E-05	7E-05	3E-05
PE O-21:2_18:2	0.00012	0.00015	0.00014	0	1E-05	9E-05	0	0	0	8E-05	0	0
PE O-21:5_18:2	0.00019	0.0002	0.00018	0.00013	0.00013	0.00012	0	0	0	7E-05	9E-05	3E-05
PE O-22:3_15:0	0.00079	0.00099	0.00078	0.00064	0.00084	0.00073	0.00058	0.00057	0.00066	0.00177	0.0017	0.00078
PE O-24:4_16:0	0	0	0	1E-05	0	0	0.00015	0.00017	3E-05	0	0	0
PE O-25:1_18:2	0.00012	0.00013	0.00013	5E-05	0.00011	0.00011	7E-05	8E-05	1E-05	0.0001	3E-05	5E-05
PE O-27:0_18:2	0	3E-05	1E-05	0	0	0	1E-05	0	0	0.0004	0.00068	0.00016
PEtOH 10:0_18:3	0	0	0	0	0	0	1E-05	0	1E-05	4E-05	0.00016	2E-05
PEtOH 11:0_17:2	1E-05	0	0	0	0	0	5E-05	4E-05	5E-05	7E-05	7E-05	2E-05
PEtOH 14:0_18:2	3E-05	3E-05	3E-05	0	0	0	0	0	0	0.0002	0.00018	8E-05
PEtOH 14:1_19:2	0	1E-05	0	1E-05	1E-05	1E-05	0	0	1E-05	2E-05	4E-05	1E-05
PEtOH 15:0_18:2	1E-05	1E-05	1E-05	1E-05	1E-05	1E-05	1E-05	1E-05	0	0.00019	0.00086	7E-05
PEtOH 15:0_18:3	0	0	1E-05	0	4E-05	2E-05	4E-05	0.00019	4E-05	0	6E-05	0
PEtOH 15:0_19:1	0	1E-05	0	0	1E-05	0	1E-05	0	0.0002	1E-05	0	0
PEtOH 15:0_26:1	0	0	0	0	1E-05	0	0	0	0	2E-05	2E-05	1E-05
PEtOH 15:0_27:0	1E-05	1E-05	1E-05	1E-05	1E-05	1E-05	0	0	0	5E-05	9E-05	3E-05
PEtOH 15:1_18:3	3E-05	0	6E-05	3E-05	5E-05	5E-05	2E-05	2E-05	1E-05	6E-05	6E-05	1E-05
PEtOH 16:0_16:0	4E-05	3E-05	2E-05	0	0	0	2E-05	3E-05	5E-05	0.00047	0.00033	0.00019
PEtOH 16:0_18:2	1E-05	2E-05	1E-05	0	1E-05	0	0	1E-05	1E-05	0.00029	0.00108	0.00016
PEtOH 16:0_22:2	0	0	0	0	0	0	1E-05	2E-05	1E-05	3E-05	1E-05	0
PEtOH 16:0_24:1	0	0	0	1E-05	0	0	5E-05	6E-05	7E-05	8E-05	0.0003	3E-05
PEtOH 16:1_18:2	2E-05	3E-05	3E-05	1E-05	0	1E-05	0	0	0	0.00075	0.00309	0.00051
PEtOH 17:1_18:2	4E-05	3E-05	9E-05	3E-05	1E-05	6E-05	1E-05	6E-05	7E-05	0.00024	0.00068	0.00013
PEtOH 18:0_18:1	2E-05	3E-05	3E-05	2E-05	3E-05	3E-05	5E-05	7E-05	8E-05	0.0001	0.0001	4E-05
PEtOH 18:1_18:1	0.00041	0.0005	0.00034	9E-05	0.00011	8E-05	4E-05	0.00013	0.00027	0.0014	0.00092	0.00065
PEtOH 18:1_18:2	0.00085	0.00034	0.00089	0.0001	0.00022	0.00025	0.0001	8E-05	3E-05	0.00038	0.00065	0.00016
PEtOH 18:1_22:5	1E-05	2E-05	1E-05	0	1E-05	1E-05	0	0	0	1E-05	2E-05	0
PEtOH 18:2_18:2	0.00114	0.00133	0.00111	0.00024	0.00079	0.00072	0.00017	0.00023	0.00025	0.003	0.00387	0.00147
PEtOH 18:2_19:2	0.00012	0.00019	0.00016	0.00015	0.00028	0.00018	7E-05	0.00025	0.00019	5E-05	0.00019	4E-05
PEtOH 18:2_21:2	0	0	0	0	0	0	0	0	0	2E-05	0.00015	2E-05
PEtOH 18:2_28:5	0	0	0	0	0	0	0	0	0	3E-05	0.0001	0
PEtOH 19:0_18:2	2E-05	1E-05	2E-05	1E-05	1E-05	2E-05	1E-05	1E-05	1E-05	7E-05	0	0
PEtOH 19:0_18:3	0	0	0	0	0	0	1E-05	1E-05	1E-05	6E-05	5E-05	1E-05
PEtOH 19:0_19:2	4E-05	5E-05	5E-05	3E-05	3E-05	3E-05	5E-05	1E-05	6E-05	0.00013	1E-05	5E-05
PEtOH 19:0_21:2	1E-05	3E-05	3E-05	4E-05	5E-05	5E-05	0	0	1E-05	0.00012	0.00017	6E-05
PEtOH 19:0_21:3	3E-05	2E-05	4E-05	3E-05	3E-05	5E-05	0	0	0	0.00019	0.0005	8E-05
PEtOH 19:0_24:0	2E-05	3E-05	2E-05	0	0	0	0	0	1E-05	0.00018	0.00023	9E-05
PEtOH 19:1_18:2	8E-05	0.0001	7E-05	0.00021	0.00017	0.00023	0.00012	0.00029	0.00031	0.00051	0.00073	0.00023
PEtOH 19:1_19:1	1E-05	1E-05	1E-05	0	0	0	5E-05	1E-05	1E-05	0.00011	0.00031	5E-05
PEtOH 19:1_19:2	2E-05	2E-05	3E-05	2E-05	2E-05	2E-05	5E-05	4E-05	5E-05	6E-05	6E-05	3E-05
PEtOH 19:2_20:3	0	0	0	0	0	0	1E-05	1E-05	3E-05	0	1E-05	0
PEtOH 21:1_18:2	0	0	0	2E-05	1E-05	3E-05	4E-05	0.00011	0.00016	5E-05	0.0001	3E-05
PEtOH 24:0_18:1	0	0	0	0	0	0	0	0	0	0	2E-05	0
PEtOH 25:0_27:0	0	0	0	0	0	0	0	0	0	1E-05	4E-05	1E-05
PG 11:0_15:1	1E-05	0	2E-05	0	1E-05	1E-05	0.0001	7E-05	3E-05	5E-05	1E-05	1E-05
PG 14:0_18:2	2E-05	2E-05	2E-05	1E-05	1E-05	1E-05	0	1E-05	2E-05	0	0	0
PG 15:0_18:1	8E-05	0.00013	0.0001	3E-05	4E-05	7E-05	0	0	0	4E-05	3E-05	1E-05
PG 15:0_19:0	1E-05	1E-05	0	1E-05	1E-05	1E-05	0.00012	0.0001	2E-05	0.00012	4E-05	4E-05
PG 15:1_18:2;3O	0	0	0	0	0	0	2E-05	1E-05	3E-05	2E-05	8E-05	0
PG 16:0_16:0	5E-05	5E-05	5E-05	1E-05	0	0.00014	5E-05	8E-05	5E-05	0.0003	0.00071	9E-05
PG 16:0_18:1	0.0005	0.00075	0.00069	0.00015	0.00026	0.00035	0.0001	8E-05	6E-05	0.00031	0.00073	0.00014
PG 16:0_18:2	0.00055	0.00107	0.00098	0.0004	0.00039	0.0006	0.00012	0.00014	0.00015	0.00059	0.00109	0.00028
PG 16:0_26:7	0	0	0	0	0	0	2E-05	6E-05	4E-05	0	0	0
PG 16:1_18:2	0.00032	0.00053	0.00036	0.00036	0.00029	0.00037	0.00012	9E-05	0.00012	0.00025	0.00079	9E-05
PG 17:0_19:1	1E-05	0	1E-05	1E-05	0	0	0	1E-05	1E-05	2E-05	2E-05	1E-05
PG 18:1_18:1	0	0	0	1E-05	1E-05	1E-05	2E-05	2E-05	2E-05	4E-05	7E-05	1E-05
PG 18:1_18:2	0	0	0	0	0	0	1E-05	1E-05	0	2E-05	4E-05	0
PG 18:2_18:2	0.00101	0.0014	0.00095	0.00054	0.00053	0.00074	0	2E-05	1E-05	0.00052	0.00126	0.00022
PG 18:2_22:6	1E-05	3E-05	2E-05	5E-05	5E-05	1E-05	0	0	1E-05	7E-05	0.00013	3E-05
PG 19:0_18:3	1E-05	0.00013	0.0001	6E-05	2E-05	0.00013	3E-05	6E-05	6E-05	0.00145	0.00144	0.00054
PG 19:1_28:7	9E-05	0.00015	0.00011	3E-05	4E-05	7E-05	5E-05	8E-05	9E-05	0.00023	0.00066	0.00011
PG 25:0_20:1	1E-05	0	0	0	1E-05	0	1E-05	1E-05	1E-05	2E-05	2E-05	0
PG 25:0_25:0	1E-05	1E-05	0	0	0	0	0	0	0	0.00026	0.00061	0.00013
PG O-15:1_17:4	2E-05	2E-05	2E-05	1E-05	2E-05	2E-05	6E-05	3E-05	2E-05	4E-05	7E-05	1E-05
PG O-15:1_18:2	1E-05	2E-05	1E-05	1E-05	1E-05	0	0	0	0	5E-05	0.00022	2E-05
PG O-16:1_19:4	2E-05	2E-05	1E-05	0	1E-05	1E-05	3E-05	3E-05	2E-05	2E-05	3E-05	1E-05
PG O-16:3_22:6	7E-05	3E-05	6E-05	1E-05	0	0	8E-05	5E-05	5E-05	0.00014	4E-05	4E-05
PG O-18:1_18:0	0	0	0	0	0	0	0	0	0	2E-05	1E-05	0
PG O-18:2_16:0	0	1E-05	0	0	0	0	0	2E-05	1E-05	0	2E-05	0
PG O-18:2_18:1	5E-05	0.00014	9E-05	0.0001	3E-05	4E-05	5E-05	3E-05	3E-05	0.00022	0.00057	8E-05
PG O-18:3_16:0	0.00022	0.00031	0.0003	7E-05	0.0001	0.00016	3E-05	2E-05	3E-05	0.00084	0.00174	0.00035
PG O-18:3_18:2	0.00033	0.0005	0.00043	0.00024	0.00027	0.00033	9E-05	0.00013	0.00012	0.00066	0.00125	0.00023
PG O-18:4_19:2	1E-05	0	1E-05	1E-05	1E-05	2E-05	2E-05	1E-05	4E-05	2E-05	1E-05	1E-05
PG O-19:2_15:0	3E-05	4E-05	4E-05	3E-05	1E-05	3E-05	1E-05	3E-05	3E-05	3E-05	0.0001	2E-05
PG O-19:2_18:2	0	0	0	0	0	0	0	0	0	0	0.00014	0
PG O-19:3_19:3	1E-05	0	1E-05	1E-05	0	1E-05	5E-05	5E-05	2E-05	2E-05	1E-05	1E-05
PG O-19:4_16:0	2E-05	2E-05	2E-05	4E-05	4E-05	5E-05	3E-05	9E-05	4E-05	0	0.00013	1E-05
PG O-25:1_25:0	0	2E-05	0	0	0	0	0	0	0	0.00017	0.0002	5E-05
PI 15:0_18:1	8E-05	0.00016	0.00013	6E-05	5E-05	4E-05	0	0	0	1E-05	6E-05	3E-05
PI 16:0_18:2;O	0.00013	0.00025	0.00021	8E-05	0.00012	0.0001	0	0	0	0.00012	0.00019	3E-05
PI 18:1_15:1;O	0.00039	0.00074	0.00071	0.00049	0.00086	0.00073	5E-05	7E-05	0.00016	0.00073	0.0004	0.00038
PI 18:1_18:2	0.00038	0.00073	0.00062	0.00034	0.00047	0.00027	0	0	0	0.00035	0.00018	0.00017
PI 18:2_16:1;O	7E-05	0.00018	0.00018	3E-05	4E-05	3E-05	0	0	0	8E-05	0.00012	4E-05
PI 18:2_18:2	0.0028	0.00522	0.00441	0.00148	0.00264	0.00201	0	0	0	0.00335	0.00285	0.00164
PI 18:2_18:2;O	8E-05	0.00015	8E-05	0.00013	0.00013	0.00013	0	0	0	2E-05	9E-05	2E-05
PI 19:1_18:2	5E-05	9E-05	0.0001	2E-05	3E-05	1E-05	0	0	0	4E-05	2E-05	1E-05
PI O-16:0_18:2	0.00041	0.00074	0.0009	0.00047	0.0006	0.00048	0	0	0	0.00049	0.00056	0.00026
PI O-17:0_18:2	0.00215	0.00409	0.00333	0.00245	0.00176	0.00173	0.00046	0.00037	0.00069	0.00467	0.00339	0.00219
PI O-19:0_18:2	7E-05	0.00014	0.00018	6E-05	6E-05	9E-05	0	0	0	0.00021	0.00023	0.00016
PI O-19:2_15:0	2E-05	8E-05	4E-05	2E-05	0	0	0	0	0	3E-05	0	1E-05
PI O-19:2_16:0	0	0	0	0	0	0	1E-05	5E-05	4E-05	0	0	0
PMeOH 10:0_22:1	1E-05	2E-05	1E-05	0	0	0	2E-05	3E-05	3E-05	0.00015	0.00014	6E-05
